ds,y
2023-07-03,102.24022213844216
2023-07-04,98.3663172688281
2023-07-05,102.70955781036986
2023-07-06,101.16192257555188
2023-07-07,98.08812585204636
2023-07-08,93.875296413314
2023-07-09,90.19258373413678
2023-07-10,95.19246169061329
2023-07-11,101.36601003321988
2023-07-12,97.81432846188068
2023-07-13,90.17597439192882
2023-07-14,96.9324468333844
2023-07-15,97.65616858984828
2023-07-16,90.97459941438208
2023-07-17,95.82818192010892
2023-07-18,95.01773373766986
2023-07-19,88.68053500686256
2023-07-20,95.8546804162716
2023-07-21,96.54178181312464
2023-07-22,98.82708657138578
2023-07-23,98.35676400675985
2023-07-24,85.8773785456192
2023-07-25,87.7567154963451
2023-07-26,94.70337080291397
2023-07-27,94.38181057824862
2023-07-28,94.07523163213916
2023-07-29,110.4532817662637
2023-07-30,93.73631868329666
2023-07-31,96.25463804742571
2023-08-01,95.0445546752922
2023-08-02,93.23211998761349
2023-08-03,88.10240595648122
2023-08-04,93.18024513922768
2023-08-05,85.23106515649913
2023-08-06,87.62412171809643
2023-08-07,86.09773690276799
2023-08-08,88.65366565108215
2023-08-09,99.54081156886907
2023-08-10,78.3579820377747
2023-08-11,90.85604465995588
2023-08-12,79.09532637932047
2023-08-13,84.53721352687113
2023-08-14,92.08347570056615
2023-08-15,86.70593190593699
2023-08-16,80.74565157261394
2023-08-17,82.31180925155661
2023-08-18,89.04445047115415
2023-08-19,81.75701575968456
2023-08-20,86.25785273093797
2023-08-21,85.1745226488789
2023-08-22,81.46422600616006
2023-08-23,95.2220396192858
2023-08-24,87.45659801001577
2023-08-25,73.95062979105967
2023-08-26,84.80267264742824
2023-08-27,80.36030664723974
2023-08-28,87.73508269950293
2023-08-29,79.31888671946378
2023-08-30,82.52133664560424
2023-08-31,85.43849299990575
2023-09-01,87.06593340985239
2023-09-02,76.56439159053468
2023-09-03,80.72724974132454
2023-09-04,79.86412699160536
2023-09-05,78.81656802243327
2023-09-06,90.7601551549118
2023-09-07,83.81281595292046
2023-09-08,75.3439077071369
2023-09-09,86.10349529141202
2023-09-10,91.99630236430356
2023-09-11,86.4246993768471
2023-09-12,73.54792730242153
2023-09-13,78.6115980354253
2023-09-14,87.26093581332421
2023-09-15,77.28729633216017
2023-09-16,82.94968616944816
2023-09-17,84.51441460666541
2023-09-18,75.92298370952835
2023-09-19,80.18216220704363
2023-09-20,64.20138946674484
2023-09-21,75.21953075372892
2023-09-22,79.01819624375759
2023-09-23,73.98753228552894
2023-09-24,88.33977523978909
2023-09-25,72.98415612484855
2023-09-26,77.89767134450113
2023-09-27,80.72052485134705
2023-09-28,87.24802322802273
2023-09-29,72.84309493240214
2023-09-30,85.82489314702765
2023-10-01,80.05283213200319
2023-10-02,75.09264195003644
2023-10-03,82.31514733171853
2023-10-04,81.01029825307369
2023-10-05,77.03020719109475
2023-10-06,80.40251096278699
2023-10-07,78.15505209274761
2023-10-08,80.68322858837719
2023-10-09,83.46620918424658
2023-10-10,88.13143417897969
2023-10-11,74.06393365798604
2023-10-12,90.97569053823948
2023-10-13,70.61343159695531
2023-10-14,79.68410769470894
2023-10-15,83.45957692897447
2023-10-16,82.00368090164503
2023-10-17,77.57170364779992
2023-10-18,79.73679307076762
2023-10-19,78.41029879486773
2023-10-20,78.03204588937587
2023-10-21,85.33608273656228
2023-10-22,82.98795627098733
2023-10-23,77.85870744723823
2023-10-24,85.94716570558232
2023-10-25,83.11707185005035
2023-10-26,85.78175083048814
2023-10-27,85.00786795356535
2023-10-28,77.86240755234478
2023-10-29,79.35946786982419
2023-10-30,86.05511782674903
2023-10-31,85.53401722428245
2023-11-01,82.5463649355873
2023-11-02,83.41135775102785
2023-11-03,89.39198264839156
2023-11-04,80.22977494313128
2023-11-05,86.11207437853403
2023-11-06,82.55950567178223
2023-11-07,82.68081280371668
2023-11-08,89.46666249644241
2023-11-09,88.3081686098046
2023-11-10,88.46163115858766
2023-11-11,91.13909749809288
2023-11-12,84.93890303859254
2023-11-13,88.47032310254372
2023-11-14,83.74032575775301
2023-11-15,87.14795099652396
2023-11-16,85.11615228252607
2023-11-17,86.49581328393064
2023-11-18,89.23472978271121
2023-11-19,82.42002420717373
2023-11-20,97.22924401358172
2023-11-21,81.99732187180184
2023-11-22,81.2204109182578
2023-11-23,93.34961939868298
2023-11-24,91.78877606751216
2023-11-25,91.2260653460455
2023-11-26,91.52572207724538
2023-11-27,88.60473100994307
2023-11-28,84.46502187921844
2023-11-29,89.61891936020265
2023-11-30,86.14587929512842
2023-12-01,94.70217979004669
2023-12-02,89.38920208928975
2023-12-03,86.29783721372168
2023-12-04,89.122065373678
2023-12-05,93.10007043656992
2023-12-06,88.52586538497148
2023-12-07,87.5450259699215
2023-12-08,93.18867627334008
2023-12-09,93.51156473067148
2023-12-10,90.07079326533089
2023-12-11,90.57128602838095
2023-12-12,94.4097916949059
2023-12-13,86.33418505866608
2023-12-14,86.86425663499143
2023-12-15,90.63813023612562
2023-12-16,93.49360109075866
2023-12-17,96.44747192566624
2023-12-18,102.60332576462876
2023-12-19,99.84986785592676
2023-12-20,95.09821735281048
2023-12-21,96.14038476362168
2023-12-22,91.5614902931814
2023-12-23,96.82125790675244
2023-12-24,95.811131363134
2023-12-25,99.2094319037034
2023-12-26,93.80181133328968
2023-12-27,100.87743659645692
2023-12-28,106.28764602896648
2023-12-29,98.42380591325065
2023-12-30,101.3201263780398
2023-12-31,103.10645283543886
2024-01-01,97.99389764057084
2024-01-02,101.46472953216876
2024-01-03,100.75139423636392
2024-01-04,101.5207738372092
2024-01-05,97.51099961676908
2024-01-06,101.84184684604364
2024-01-07,104.55202540517594
2024-01-08,109.65987893696224
2024-01-09,107.54192957269132
2024-01-10,113.8520887008434
2024-01-11,99.58912506918932
2024-01-12,108.12613738046828
2024-01-13,105.01880002606411
2024-01-14,115.38744492617168
2024-01-15,100.73196389334322
2024-01-16,100.90845669141986
2024-01-17,102.44219992346198
2024-01-18,95.15017003606312
2024-01-19,103.46964938472196
2024-01-20,102.62972992607878
2024-01-21,107.5024269242633
2024-01-22,108.78230232241324
2024-01-23,116.77534505389288
2024-01-24,112.4653873158024
2024-01-25,105.14524150580743
2024-01-26,103.85179869550454
2024-01-27,111.11510770854116
2024-01-28,102.363420799705
2024-01-29,118.42829924732878
2024-01-30,115.4718774059222
2024-01-31,107.529632742676
2024-02-01,101.60774623158773
2024-02-02,117.23767401813808
2024-02-03,110.18740420450293
2024-02-04,117.23778782321968
2024-02-05,103.3618968318505
2024-02-06,108.61913035430712
2024-02-07,111.9207522378062
2024-02-08,112.4044403711262
2024-02-09,110.19060761142111
2024-02-10,115.82289567954102
2024-02-11,107.63448907378664
2024-02-12,112.5207949397391
2024-02-13,114.0903505352184
2024-02-14,116.31324951476708
2024-02-15,117.5472409314774
2024-02-16,108.60992198644614
2024-02-17,106.80230991224012
2024-02-18,121.09672456877226
2024-02-19,116.60101181382905
2024-02-20,111.42368348678848
2024-02-21,123.14405641529136
2024-02-22,116.1842901928798
2024-02-23,121.71539905545468
2024-02-24,116.36481417054408
2024-02-25,126.53452080455716
2024-02-26,125.20623527826427
2024-02-27,115.3785917849208
2024-02-28,121.67022286746132
2024-02-29,120.2232215784763
2024-03-01,124.0184369531778
2024-03-02,112.5245097916914
2024-03-03,120.94809140287704
2024-03-04,122.97347263311522
2024-03-05,109.0459294970754
2024-03-06,112.076324829716
2024-03-07,107.9441153672522
2024-03-08,116.93552559148388
2024-03-09,122.0071370333125
2024-03-10,126.06261893206408
2024-03-11,119.04721847855738
2024-03-12,126.94019888669438
2024-03-13,112.0114204574684
2024-03-14,110.5042181291273
2024-03-15,118.84695803735502
2024-03-16,121.14292292214256
2024-03-17,119.15132501262664
2024-03-18,109.06406793683075
2024-03-19,119.03640890588446
2024-03-20,113.03461932758889
2024-03-21,122.97449214958236
2024-03-22,121.52246756552609
2024-03-23,115.04758991624294
2024-03-24,117.2293153150636
2024-03-25,114.54837657891387
2024-03-26,119.57096265151316
2024-03-27,124.69409152544978
2024-03-28,115.0178692304854
2024-03-29,122.4889410007005
2024-03-30,117.33371213293148
2024-03-31,116.0310058782861
2024-04-01,119.464662994951
2024-04-02,114.82212156099789
2024-04-03,117.22267908701124
2024-04-04,113.98820484875642
2024-04-05,129.78196888188978
2024-04-06,120.10949579494203
2024-04-07,116.40347868205104
2024-04-08,120.9350365390194
2024-04-09,119.26064103141492
2024-04-10,118.6687038069807
2024-04-11,122.78979649949372
2024-04-12,123.44606958983616
2024-04-13,116.93976809485716
2024-04-14,116.64111980942396
2024-04-15,118.067105446823
2024-04-16,107.84914983680336
2024-04-17,111.69345566029024
2024-04-18,126.00872767696856
2024-04-19,127.29845850011534
2024-04-20,117.72205140246156
2024-04-21,121.73800768308726
2024-04-22,120.2938776986263
2024-04-23,134.0088826630358
2024-04-24,124.08368900103476
2024-04-25,117.71208456378405
2024-04-26,113.4343903988822
2024-04-27,110.03488444520582
2024-04-28,118.9341039940343
2024-04-29,113.97939272616834
2024-04-30,110.48897553148234
2024-05-01,114.2012619529738
2024-05-02,111.85510254292625
2024-05-03,125.52215157035936
2024-05-04,121.31317993180852
2024-05-05,116.67864638178963
2024-05-06,123.92680466892833
2024-05-07,116.71760256715642
2024-05-08,111.82317791977758
2024-05-09,123.5392776620006
2024-05-10,118.4075473199976
2024-05-11,110.31145005570856
2024-05-12,114.3260788653928
2024-05-13,110.67524528371638
2024-05-14,107.91044156215024
2024-05-15,119.222038819388
2024-05-16,123.9006214758699
2024-05-17,107.11883433304784
2024-05-18,116.6804707211924
2024-05-19,110.36225534393118
2024-05-20,110.92565036544718
2024-05-21,110.14115752298736
2024-05-22,108.5211404163322
2024-05-23,112.81786443164084
2024-05-24,108.15094141721138
2024-05-25,113.38476539339764
2024-05-26,111.50451449860378
2024-05-27,110.28070512375446
2024-05-28,106.65396693799552
2024-05-29,108.02095211797136
2024-05-30,114.39155709236744
2024-05-31,112.82583375843896
2024-06-01,105.13706004492276
2024-06-02,110.22211566931996
2024-06-03,113.1801257703362
2024-06-04,100.77110746456236
2024-06-05,111.5271766489096
2024-06-06,105.18688800466184
2024-06-07,111.04011251927822
2024-06-08,104.05550975041676
2024-06-09,98.5297488007567
2024-06-10,99.09656242517951
2024-06-11,107.15267098672156
2024-06-12,107.88678215309804
2024-06-13,101.7405576931945
2024-06-14,109.12721867935667
2024-06-15,97.29701319263953
2024-06-16,104.94291086132358
2024-06-17,98.88536261080644
2024-06-18,101.34693286560145
2024-06-19,104.50741166537796
2024-06-20,99.6313909694518
2024-06-21,101.67255399336211
2024-06-22,108.28760430484256
2024-06-23,100.03152459078171
2024-06-24,106.75342410937732
2024-06-25,96.5846458691458
2024-06-26,104.53975588592044
2024-06-27,108.75557268795876
2024-06-28,88.84604304667943
2024-06-29,96.87596838273824
2024-06-30,103.40172944044537
2024-07-01,99.1569130075588
2024-07-02,101.6835894290828
2024-07-03,96.46370526187826
2024-07-04,99.5725042772739
2024-07-05,98.01734827572376
2024-07-06,104.2911807236298
2024-07-07,99.38136922016211
2024-07-08,99.45483316794213
2024-07-09,95.36565162033604
2024-07-10,94.64598494124004
2024-07-11,94.58106880213155
2024-07-12,98.37692899738023
2024-07-13,93.96161980002717
2024-07-14,97.17845597568612
2024-07-15,105.77089058861496
2024-07-16,99.41517990753977
2024-07-17,93.09657248460064
2024-07-18,100.4014561068354
2024-07-19,92.02536674942245
2024-07-20,83.5472365053942
2024-07-21,88.37139880092238
2024-07-22,83.73379414145607
2024-07-23,91.00815796519814
2024-07-24,92.53793259186848
2024-07-25,100.5103810282471
2024-07-26,93.44751769250838
2024-07-27,90.40449055656464
2024-07-28,95.33665221890756
2024-07-29,79.82618958479142
2024-07-30,91.75488263706556
2024-07-31,94.12887182726104
2024-08-01,82.58223250218529
2024-08-02,95.39752239571756
2024-08-03,91.0778810742334
2024-08-04,87.01875165968299
2024-08-05,91.97212408232792
2024-08-06,99.87801893093548
2024-08-07,89.15362622944302
2024-08-08,89.20862166700324
2024-08-09,85.39750350303225
2024-08-10,83.17552186075935
2024-08-11,91.31058481798996
2024-08-12,82.61645372627397
2024-08-13,86.99655390182629
2024-08-14,83.99624457663411
2024-08-15,88.5292745909924
2024-08-16,87.55663832429119
2024-08-17,90.83416144777026
2024-08-18,82.85876692399653
2024-08-19,83.82618510656123
2024-08-20,80.05284487044831
2024-08-21,82.5007614438086
2024-08-22,86.38882163788344
2024-08-23,88.07194598165248
2024-08-24,79.46551610345956
2024-08-25,88.21843067410943
2024-08-26,90.44742826510644
2024-08-27,85.54009054164031
2024-08-28,92.6654694744176
2024-08-29,79.22607285742089
2024-08-30,76.69028308844638
2024-08-31,73.84355619448039
2024-09-01,90.04609518325948
2024-09-02,85.67158420229957
2024-09-03,81.96093019285787
2024-09-04,83.48305731690091
2024-09-05,76.30543871701443
2024-09-06,94.0166672961998
2024-09-07,82.29443338868828
2024-09-08,82.0611595291626
2024-09-09,85.01435449873388
2024-09-10,83.66741923277493
2024-09-11,82.26419725358726
2024-09-12,77.08039612253002
2024-09-13,83.28372185307107
2024-09-14,90.23576614262926
2024-09-15,87.45768925949191
2024-09-16,88.6071774727157
2024-09-17,78.00155768526284
2024-09-18,75.53176488605973
2024-09-19,79.77879156659196
2024-09-20,80.62009352184384
2024-09-21,85.75199459307812
2024-09-22,71.76412504677909
2024-09-23,87.82547031743398
2024-09-24,79.34482352175677
2024-09-25,77.96348842824895
2024-09-26,75.00630008861576
2024-09-27,71.76737342336331
2024-09-28,84.1382586081089
2024-09-29,80.37566422219487
2024-09-30,73.55186232819997
2024-10-01,73.52479134495812
2024-10-02,78.32570646395155
2024-10-03,88.3601074016533
2024-10-04,78.7333348200707
2024-10-05,72.53778577224637
2024-10-06,78.85290475662669
2024-10-07,78.75202401338261
2024-10-08,66.67112259693349
2024-10-09,79.92987576566387
2024-10-10,79.09833850107688
2024-10-11,83.79155548902524
2024-10-12,89.61865106929454
2024-10-13,86.07585831762565
2024-10-14,79.17354744377742
2024-10-15,75.0660920192615
2024-10-16,93.5520002631522
2024-10-17,81.07349649262642
2024-10-18,80.94494992772661
2024-10-19,80.85824423854692
2024-10-20,82.07849605529641
2024-10-21,80.48107678154237
2024-10-22,78.4549453891403
2024-10-23,78.7148716222141
2024-10-24,81.41680789458731
2024-10-25,79.00031638062447
2024-10-26,78.29549483056147
2024-10-27,82.53953374541462
2024-10-28,80.88548698370475
2024-10-29,89.83861474404615
2024-10-30,69.2273168551501
2024-10-31,88.10840716502037
2024-11-01,89.05514679697208
2024-11-02,72.63670700740869
2024-11-03,81.4741939169087
2024-11-04,81.51938314270488
2024-11-05,76.5329104603626
2024-11-06,79.8801353818984
2024-11-07,78.41989900917733
2024-11-08,92.94243908198256
2024-11-09,89.07247494432178
2024-11-10,90.96947893729204
2024-11-11,88.44224415064492
2024-11-12,79.41529938998274
2024-11-13,82.6690582093214
2024-11-14,87.97399204022135
2024-11-15,79.65622850990476
2024-11-16,89.57582560982898
2024-11-17,85.05731766473599
2024-11-18,84.6370235855931
2024-11-19,90.32210747617188
2024-11-20,89.24872533673054
2024-11-21,85.48652315310105
2024-11-22,93.35571404800388
2024-11-23,82.42514595969796
2024-11-24,91.18514429550603
2024-11-25,91.34950082076588
2024-11-26,87.11823267760768
2024-11-27,90.58195884785816
2024-11-28,82.98432868730751
2024-11-29,94.1518229487235
2024-11-30,88.90207044074295
2024-12-01,87.51087389420522
2024-12-02,95.6703693268687
2024-12-03,87.20727612922919
2024-12-04,83.99310668337398
2024-12-05,83.56134228137181
2024-12-06,94.68617770448188
2024-12-07,85.56809345339911
2024-12-08,101.06070278504968
2024-12-09,82.19586210276793
2024-12-10,101.40875939792276
2024-12-11,94.30462934413082
2024-12-12,93.09104120680074
2024-12-13,91.17698007282948
2024-12-14,96.22603191414818
2024-12-15,94.37266333719364
2024-12-16,100.40944350775888
2024-12-17,95.7976829231912
2024-12-18,96.31307854722608
2024-12-19,94.07984894155832
2024-12-20,95.95073768452976
2024-12-21,98.11314596083074
2024-12-22,88.36298162343122
2024-12-23,90.51349744720612
2024-12-24,101.31215957212652
2024-12-25,98.792293241691
2024-12-26,97.36078734348764
2024-12-27,98.71612112928057
2024-12-28,100.70551518234326
2024-12-29,96.61276936599825
2024-12-30,95.76420924987173
2024-12-31,100.97922627548844
