ds,yhat,yhat_lower,yhat_upper
2023-03-14,118.17143170694698,111.80498825780388,124.24527393058234
2023-03-15,118.94370097987685,112.70048205748586,125.28118611179248
2023-03-16,118.29064752266777,112.2569533474706,124.03144228366178
2023-03-17,119.32825555249777,112.9258816736274,124.9897227287818
2023-03-18,118.53721927114242,112.40878494528039,125.1952111651945
2023-03-19,118.79190042743623,113.03039040359789,125.61071475531348
2023-03-20,118.88628245853678,112.89670110794256,125.59621540978723
2023-03-21,117.74035244954642,111.48354838836173,123.8619181541189
2023-03-22,118.5046877625874,112.73468840254571,124.10222145073593
2023-03-23,117.86167008709326,111.83503159541812,124.2657687539121
2023-03-24,118.92664490500135,113.0641944402707,125.0028417138565
2023-03-25,118.17926886667927,111.7116601930155,124.5757055333352
2023-03-26,118.49248668716452,112.51969194659058,124.6669475596587
2023-03-27,118.65851496068599,112.29146947213009,124.71467428151671
2023-03-28,117.59526339624693,111.60523516314842,124.08195064484254
2023-03-29,118.45096930510196,112.32386979868555,124.23542595593126
2023-03-30,117.90546681780292,111.71771378301825,124.319968785463
2023-03-31,119.07140733283124,112.85022701797996,125.20814978194845
2023-04-01,118.42567202720329,112.48589137715872,125.13353418900863
2023-04-02,118.83841624779492,112.32920553985893,124.98211313248915
2023-04-03,119.09912131794358,112.35258638653475,125.1494374372694
2023-04-04,118.12308238043268,112.0447228351733,124.72575893634625
2023-04-05,119.05610611575054,113.25057697779695,125.44223324440296
2023-04-06,118.5758388001445,112.58986697763318,125.44271653822682
2023-04-07,119.79303811727735,113.2543782128781,126.25799969963695
2023-04-08,119.18302961402668,112.80640636231487,125.55056519699126
2023-04-09,119.61478569320958,114.16628926469495,125.95044239477346
2023-04-10,119.87700190600316,113.85771412629917,126.62208221742284
2023-04-11,118.8845985392487,112.69479300188245,124.80883045427386
2023-04-12,119.78342117005703,113.76988766431131,126.16138564179752
2023-04-13,119.2515599186573,113.5922071225329,125.55034014572819
2023-04-14,120.40060261741954,114.39524370703334,126.33857900172625
2023-04-15,119.7070619415976,113.12641794572963,125.37663500917864
2023-04-16,120.04141605707498,113.94265242371822,125.86795950186122
2023-04-17,120.19413858374479,114.33930130099927,126.12591830625776
2023-04-18,119.0821472781445,112.85221487363519,125.27235646861317
2023-04-19,119.85344669787011,113.79879899266948,125.98964698116313
2023-04-20,119.18838630286854,113.39317720583,125.47019691013344
2023-04-21,120.20085101698642,114.16538531596369,126.51546309811887
2023-04-22,119.36962612845016,113.29681812229715,125.78435391564376
2023-04-23,119.5673778897827,113.17956950270434,125.82833231832647
2023-04-24,119.58662733934005,113.67574004220789,125.77391230074613
2023-04-25,118.3461483383262,112.16279099768794,124.6485018329246
2023-04-26,118.99556649596963,112.93706273970199,125.1368390423476
2023-04-27,118.21658162562699,111.7182707606187,124.50730057777912
2023-04-28,119.1241316865563,113.08634433992681,125.94023123745546
2023-04-29,118.19772142316222,112.15783334957389,124.5257951865353
2023-04-30,118.31045397997298,112.08096393812066,124.75928973435909
2023-05-01,118.2549499063637,112.27202313871236,124.8636541566707
2023-05-02,116.9497774142557,110.8051642057908,123.14891693364751
2023-05-03,117.54407341570405,111.46802062736785,123.27175430847068
2023-05-04,116.71879644365879,110.32989213542902,122.60820723214037
2023-05-05,117.58792830434282,111.6028775092845,123.66714153707554
2023-05-06,116.62986566478403,110.65309859415613,122.63406446060836
2023-05-07,116.71644178500497,110.71907561510972,122.90512520216765
2023-05-08,116.63895432888552,110.71725342296398,122.71368758956336
2023-05-09,115.3146282744724,109.0261672150457,121.43362535189293
2023-05-10,115.89128830192557,109.77314070111218,122.45801126575344
2023-05-11,115.048660760283,108.74421465025723,121.28523806091536
2023-05-12,115.89962045934017,109.77038670729914,121.82449725498486
2023-05-13,114.92162202444744,108.5351571820017,121.48649397135559
2023-05-14,114.98575474022634,108.73541903262755,121.11672047998168
2023-05-15,114.88279575654774,108.6312074854478,121.1468757493318
2023-05-16,113.52968987302081,107.41153943187271,119.83825965918743
2023-05-17,114.07422975739294,107.69850901592315,120.60398650605242
2023-05-18,113.1963564741165,107.00565874104076,119.4236191548409
2023-05-19,114.00939565024679,107.94308841342587,120.26274707957873
2023-05-20,112.99146939986012,107.20389861067655,119.20592764061863
2023-05-21,113.01452360773753,106.97275170748499,119.49234196198691
2023-05-22,112.87020740984926,106.81653185830088,119.62511521097166
2023-05-23,111.47672917275733,105.24786419043076,117.87306620642389
2023-05-24,111.98307441219512,105.96655601163107,118.15425705385995
2023-05-25,111.07039687580274,105.15652759056528,117.1051229433832
2023-05-26,111.85320487172902,105.6949434686196,118.30210535471778
2023-05-27,110.81072365737569,104.74786324655042,116.59829945631007
2023-05-28,110.81587520378277,104.52098050486767,116.75685090283304
2023-05-29,110.6612528151503,104.18741251211502,117.03389770396544
2023-05-30,109.26552155895483,103.2932858651969,115.61320434669824
2023-05-31,109.77802114637849,103.57216526571064,116.00329904644254
2023-06-01,108.87999387852281,102.53243976659017,115.4191568476702
2023-06-02,109.68575559041717,103.40760210844465,115.8707448298725
2023-06-03,108.67405209945187,102.26190434562093,114.97889368147783
2023-06-04,108.71704284555004,102.87901638781548,114.39108998842649
2023-06-05,108.60628925886768,102.1848170289753,114.96844522515914
2023-06-06,107.2591785460505,101.05476615287942,112.96276937622105
2023-06-07,107.82355895449724,101.62108822472659,114.78024696453427
2023-06-08,106.97900824906607,100.59731950527177,112.82183688332327
2023-06-09,107.83805217550162,101.82729994236256,113.96226087925528
2023-06-10,106.87757401651022,100.79586333819968,113.02433945072895
2023-06-11,106.96785532496003,100.94838461580696,113.16741582020813
2023-06-12,106.89862361324154,100.74075875668473,112.79515128069174
2023-06-13,105.58553583236404,99.51366011530133,111.28771016098162
2023-06-14,106.17425490270918,99.72764081785051,112.29606220138024
2023-06-15,105.34362362541759,98.98219635683814,111.80873068720659
2023-06-16,106.20508197551658,99.95340631546867,112.4096944294555
2023-06-17,105.23473616385273,98.74081037292063,111.52452658496209
2023-06-18,105.30243357753103,99.42816025411062,111.72609806008954
2023-06-19,105.1978350146811,98.85550206342734,111.26675196046003
2023-06-20,103.8369120652136,97.72584884820365,109.8402941232732
2023-06-21,104.36664312535828,98.51118025567993,110.25780280577291
2023-06-22,103.46632756086935,97.13965013970868,109.97638028347933
2023-06-23,104.24883300031607,98.70223923328135,110.26828053400006
2023-06-24,103.19201555990774,97.04719657113759,109.58171001629009
2023-06-25,103.16775231690177,97.3653499914788,109.60254012082291
2023-06-26,102.96796161176617,97.02817721613677,109.49574018948888
2023-06-27,101.51104039811027,95.31090615083261,107.7163626549107
2023-06-28,101.9464937655203,95.69082311234436,108.0446375389692
2023-06-29,100.95617801183204,94.95561906392061,107.01864828164274
2023-06-30,101.65547427978966,95.26651403874517,107.94174168574008
2023-07-01,100.52463470604097,94.09423746134979,106.67542292073983
2023-07-02,100.43774259617251,93.90715539999796,106.54680895130709
2023-07-03,100.18866438798747,94.17237880131039,106.4034208284732
2023-07-04,98.69742472355475,92.68153505880362,104.79359479883861
2023-07-05,99.11478171249236,92.79548063319226,105.07298866180763
2023-07-06,98.12342551585886,91.8731636006865,103.9496014469051
2023-07-07,98.83911875850004,92.5897992188944,105.23985005794012
2023-07-08,97.74167667236065,91.1971904071509,103.61104581073262
2023-07-09,97.70495547616653,91.54522313902275,103.98162479654304
2023-07-10,97.5217749071342,91.22904161053019,103.43351449446826
2023-07-11,96.1106585978537,89.92908216269267,102.1654638266697
2023-07-12,96.62044288856252,90.65406014984715,102.45962619282048
2023-07-13,95.73152169762933,89.6631035167387,101.7832283453536
2023-07-14,96.5570448376607,90.27132544726983,102.185466485886
2023-07-15,95.5743114346693,89.60271177519238,101.68155101843469
2023-07-16,95.6537990092219,89.32201127412691,101.51746079307053
2023-07-17,95.58520438080576,89.32148929966101,102.41438017363701
2023-07-18,94.28392550685328,87.8335200390743,100.75861485893888
2023-07-19,94.89575857687537,88.98155764562932,101.05420380441443
2023-07-20,94.09823024968065,88.02742536720379,100.13827178843724
2023-07-21,95.00187990773799,88.87283294679729,100.42278119585251
2023-07-22,94.08173113638966,88.40033906397542,100.61925828220306
2023-07-23,94.20639067200179,87.72204460372932,100.3784793948793
2023-07-24,94.16414886920818,87.76005639562364,100.2477024197439
2023-07-25,92.86950895394814,87.20389204978812,98.68599961157715
2023-07-26,93.46791786187215,87.33867518337368,99.38976057936087
2023-07-27,92.63711739882105,86.29532754233611,98.54655462891255
2023-07-28,93.4884298548339,87.22120868254002,99.88946063204867
2023-07-29,92.49821697014974,86.39285702082775,98.69856905108054
2023-07-30,92.53695063574327,85.89166490347374,98.95018925912522
2023-07-31,92.39512534995909,85.95657585306044,98.55595277216553
2023-08-01,90.99016379861314,84.54648308655078,96.7721479404295
2023-08-02,91.47064363935036,85.17864159303694,97.841436063716
2023-08-03,90.5177121922125,84.49204030997863,96.60211152981327
2023-08-04,91.246282229475,85.33027923925597,97.3261351831511
2023-08-05,90.13639478775077,84.1227524529971,96.17992789600908
2023-08-06,90.06218999851062,83.69453770861166,96.26415777134099
2023-08-07,89.81786332010988,83.76285406716708,95.85892376217967
2023-08-08,88.32403826368193,82.37326771888432,94.10119156787314
2023-08-09,88.7323326267755,82.28802018223851,94.86720705293385
2023-08-10,87.7265414602393,81.57483931239965,93.90656554400357
2023-08-11,88.42375553759621,82.03232242139548,94.25487587181412
2023-08-12,87.30565888356176,81.21538274203331,93.67086259301335
2023-08-13,87.24744829105553,81.04047830118363,93.43423917299941
2023-08-14,87.04375377009248,80.88343169546006,93.67745577517852
2023-08-15,85.61499216144858,79.4937175602155,92.02761337083223
2023-08-16,86.11193161433118,79.94544524628355,91.68217516973148
2023-08-17,85.21689036081506,79.18320066819676,91.36169888051526
2023-08-18,86.04488827646539,80.08029068967343,92.45338059240993
2023-08-19,85.07499402068937,78.84811398458079,91.67246914069214
2023-08-20,85.17930945822884,79.22215602406452,91.69886788417995
2023-08-21,85.14896864321865,78.76582747232104,91.23887580183037
2023-08-22,83.90058154678326,77.84656625327555,89.8277518696356
2023-08-23,84.58089715932495,78.79243002873528,91.42693466873328
2023-08-24,83.86811014545145,77.80220957354341,89.84057636297625
2023-08-25,84.87311987897138,78.56168422593585,91.33661335581891
2023-08-26,84.07098848220934,78.3403689458429,90.57611260220722
2023-08-27,84.33003315562564,78.14926437920666,90.29456504910715
2023-08-28,84.4379277944727,78.1884878338193,90.4441493849646
2023-08-29,83.3082412373,76.99578112007114,89.07229667833246
2023-08-30,84.08518483189803,78.19436232290836,90.46254533232604
2023-08-31,83.44498775053381,77.12108371852486,89.32627566625652
2023-09-01,84.497213694783,78.63449830870371,90.28636192336648
2023-09-02,83.71625722217468,77.44040719386783,90.12600830970234
2023-09-03,83.9704572501425,77.92954499234732,90.56086432362733
2023-09-04,84.04820140562758,77.72682831390676,90.46917288596335
2023-09-05,82.86444842318136,76.38973561506273,88.88617091991377
2023-09-06,83.5654416461213,77.45698962282145,89.57334160741969
2023-09-07,82.83003293420887,76.202949596555,88.66530552718912
2023-09-08,83.77093196941354,77.32131568470147,90.16147383159219
2023-09-09,82.86612098659546,76.34713138746439,88.96438114004847
2023-09-10,82.98787467391884,76.72165588355168,89.15777836862826
2023-09-11,82.92876143516416,76.99126240905899,88.67919401202847
2023-09-12,81.60805600601861,75.52155043792253,87.827237524199
2023-09-13,82.1763394560162,76.11607807794864,88.55833389354748
2023-09-14,81.31670896273165,75.47085717371668,87.59334024223783
2023-09-15,82.14591545290267,75.4110902816793,88.40126495015288
2023-09-16,81.1456635323441,75.17095474278389,87.88025167722635
2023-09-17,81.19155954754623,74.98182439380578,87.36193385803693
2023-09-18,81.07900020444382,75.14983182706752,86.97539760643066
2023-09-19,79.72952051023942,73.88689788524516,86.00820016728586
2023-09-20,80.29533583976789,74.27164218539494,86.4698248492229
2023-09-21,79.46051071064036,73.6726191113534,86.4999728245784
2023-09-22,80.34207344912447,74.06006945075532,86.61679852960978
2023-09-23,79.42132039903916,73.35557437081435,85.95262024842265
2023-09-24,79.57275237875845,73.16360581347091,85.84976335562268
2023-09-25,79.59002179141835,73.77762629635733,85.80345651685742
2023-09-26,78.39232178482777,72.07618553592265,84.40093063404761
2023-09-27,79.12899405023771,72.93117470692417,85.67881291730676
2023-09-28,78.4807773420669,72.2099076903878,84.6065270079513
2023-09-29,79.56101365640617,73.19084991663173,86.03350928517987
2023-09-30,78.8470531561308,72.60211164260825,85.10146493849267
2023-10-01,79.20929773451412,72.86106067053622,85.20313795623424
2023-10-02,79.43725864038213,73.7121493571832,85.90048730101674
2023-10-03,78.44605649341467,71.97819091400443,84.80883676059413
2023-10-04,79.38113721184465,72.83650731330003,85.4578511133851
2023-10-05,78.91962295434135,72.66963255992087,84.94239842405365
2023-10-06,80.17161220360211,74.56286452747518,86.36577280601601
2023-10-07,79.61166751788977,73.83340851965468,85.67689833685414
2023-10-08,80.10792860066687,73.90251477476527,86.18828169193269
2023-10-09,80.44822421641271,74.04709646216787,86.71469415458286
2023-10-10,79.54661003147845,73.37648649644758,85.94560354425167
2023-10-11,80.54810459557035,74.45109115829153,86.97455190925385
2023-10-12,80.13004246230612,73.46367226470156,86.22449642363433
2023-10-13,81.40335845342042,75.65461083558331,87.32491528662004
2023-10-14,80.84404218740056,74.58018083637185,87.2399446334952
2023-10-15,81.3222015711539,74.97312849788129,87.30249050676264
2023-10-16,81.62811032393911,75.19826843504633,87.49453760950152
2023-10-17,80.67866835580662,74.05338556910812,86.84226582535594
2023-10-18,81.62204984628248,75.53270917064316,87.38846739241441
2023-10-19,81.13896023893454,74.6347878848843,86.86583718841138
2023-10-20,82.34381912090932,76.77378318706707,88.87855765161092
2023-10-21,81.71611099979057,75.36423496130996,87.63681108359565
2023-10-22,82.12934565816943,75.89011306558274,88.19491218061067
2023-10-23,82.37700610708225,76.25246287437777,88.81755601793935
2023-10-24,81.37891579848036,75.36385036330934,87.61633431563041
2023-10-25,82.2858025866229,76.26687227137666,88.10057177290187
2023-10-26,81.78048302883404,75.50957991139154,87.79292007027138
2023-10-27,82.97898603414458,76.36826154832575,89.33528320593307
2023-10-28,82.36185951871389,76.59813552213868,88.40095103457794
2023-10-29,82.80310295639782,76.55428057814099,88.64897825763305
2023-10-30,83.09610458184554,77.2836180146071,88.72798385518755
2023-10-31,82.16001515135888,76.11031936135828,88.16502134228305
2023-11-01,83.14433541047472,77.21543731177134,89.29514500829026
2023-11-02,82.73014056234274,76.27782098356379,88.98759986766906
2023-11-03,84.03125865160318,77.78022804292816,90.47281361817176
2023-11-04,83.52564577398861,77.27341552108817,89.72689366907117
2023-11-05,84.08439853763066,78.09700559215639,90.23197825393548
2023-11-06,84.49778028015888,78.47868187091248,91.1369923216378
2023-11-07,83.68169034858136,77.57601871179048,89.82759752973347
2023-11-08,84.7823509007269,78.14860156759191,91.14394067320617
2023-11-09,84.47763119796632,78.0230084080608,90.84111086857015
2023-11-10,85.8783242922949,79.5980836976807,92.13310342905707
2023-11-11,85.45961529511013,79.29392850121211,91.32113394122506
2023-11-12,86.0901794069185,79.56459659944932,91.94977146235773
2023-11-13,86.55828365367721,80.35455380863141,92.9503275730846
2023-11-14,85.77831945836408,79.63382568668673,91.60267332508494
2023-11-15,86.89553868029525,80.66793642854175,92.69600291626857
2023-11-16,86.58741166934874,80.71421578174515,93.07167311186272
2023-11-17,87.96492125885533,81.02183672029258,93.92285634004716
2023-11-18,87.50403137502882,81.0900722897456,93.55530371280908
2023-11-19,88.0747684162733,81.53167615965904,94.3037019662183
2023-11-20,88.46728980509654,82.06195489588647,94.37727233788574
2023-11-21,87.5983677673789,81.20165042533232,94.01391865063111
2023-11-22,88.61606233895503,82.70040606398231,94.58079324587543
2023-11-23,88.20100391614325,82.03709988950253,93.95961925255129
2023-11-24,89.46749136168837,83.35596560409898,95.47237476883753
2023-11-25,88.89519691430353,83.18209683138953,95.08921945689268
2023-11-26,89.3578183643205,83.16672784031392,95.64249170877055
2023-11-27,89.64915599591482,83.64004228400647,96.10066797259556
2023-11-28,88.68949503330151,82.3719107790646,94.56577825924197
2023-11-29,89.6301804534447,83.50687924507588,95.96256398948555
2023-11-30,89.15480721896462,82.49375354019726,94.81650853131032
2023-12-01,90.38034454244513,83.98057107139498,96.47483036339646
2023-12-02,89.78843759583285,83.36287711255332,96.3608148311345
2023-12-03,90.25432946899532,84.18136886139224,96.34287873964904
2023-12-04,90.57278221550808,84.31277989152026,96.9325667542536
2023-12-05,89.66442913605044,83.60219465071124,95.62369282391748
2023-12-06,90.68033594215048,84.97904891991861,96.87029649479052
2023-12-07,90.30319420571767,84.77467947490787,96.12124016605254
2023-12-08,91.64846558865602,85.15339056740906,97.92591847745955
2023-12-09,91.19571968660365,85.22952140355973,97.52754259354137
2023-12-10,91.81760726681128,85.70834093520119,97.98377411744863
2023-12-11,92.30584630093566,86.14932112286931,98.17327345746826
2023-12-12,91.57765113508576,85.25839663081202,97.64142871855168
2023-12-13,92.78038031351574,86.5654890437352,98.73639194682981
2023-12-14,92.59282407858146,85.91171724940214,98.65699711979988
2023-12-15,94.12644746939236,88.03187241517877,100.59342153671524
2023-12-16,93.85682916605899,87.62771741000854,100.01579170163369
2023-12-17,94.6527351323286,87.9580200509261,100.68491602776689
2023-12-18,95.3020139724331,88.98641486639005,101.18106328149827
2023-12-19,94.71868073570782,87.99208703861716,101.08571952655186
2023-12-20,96.04708434629352,89.84178118097786,102.171022841552
2023-12-21,95.9634554718329,89.58909074484708,102.26759524162883
2023-12-22,97.57720993805016,91.41319072483023,103.9102768533898
2023-12-23,97.36243413872567,91.41374103274936,103.39999176585327
2023-12-24,98.18699039459499,92.531612620226,104.0885672824517
2023-12-25,98.83861629027132,92.46790894115198,105.02227045144076
2023-12-26,98.23144550452868,91.50128087678299,104.71350779744097
2023-12-27,99.5107234408196,93.38317426547722,106.3974585326718
2023-12-28,99.35413714371643,93.05459116840271,105.25644058461668
2023-12-29,100.87307459548275,94.7631793890512,106.99079991301218
2023-12-30,100.54405343471672,94.28176534826811,107.01675704756887
2023-12-31,101.23775876347787,94.72186663153231,106.96616746425231
2024-01-01,101.74506605921653,95.4281093517992,107.78050377927623
2024-01-02,100.9834789084701,94.72929356207477,107.45345910506305
2024-01-03,102.10175722073313,95.36225746874169,108.05748298264545
2024-01-04,101.7811578410013,95.80039202338514,107.75762080564081
2024-01-05,103.13660509923339,97.49675222941259,109.22042478592785
2024-01-06,102.64803372488745,96.41668800460143,108.71360084591466
2024-01-07,103.18934605409555,96.85670463721188,109.23007124763791
2024-01-08,103.55436161998595,97.35883677522936,109.45870731231676
2024-01-09,102.66319067373824,96.4951877691446,109.02866303232315
2024-01-10,103.66588512528463,97.59507848539484,109.59559219099714
2024-01-11,103.24640857278762,97.28762067404215,109.2886500517517
2024-01-12,104.52100672173002,98.35133369017868,110.93342571835174
2024-01-13,103.9704581766262,97.46957684807245,110.13278377290874
2024-01-14,104.46902907456659,98.58777382259404,110.86983015474664
2024-01-15,104.81043306290053,98.44345119536112,111.22241350439751
2024-01-16,103.9142275066362,97.95132160736118,109.99245786465077
2024-01-17,104.93042212143217,98.7884661863992,111.17456910690375
2024-01-18,104.54072185331088,98.53962564469496,111.0435737797357
2024-01-19,105.85972082616925,99.53321516888968,112.17708550279967
2024-01-20,105.36628848079094,98.94330922388036,111.17471433981689
2024-01-21,105.9325879911725,99.88693067639429,112.38594263534526
2024-01-22,106.35010273376015,100.15031013780269,112.34170836395504
2024-01-23,105.53609964689537,99.41453291490181,111.35699594637211
2024-01-24,106.6383036602597,100.00533334001364,113.41800523741621
2024-01-25,106.33620309114875,100.49770710110103,112.73543557719948
2024-01-26,107.7423010530337,102.04516103035341,114.08175659752065
2024-01-27,107.33355242409954,101.69964488564,113.47086701315581
2024-01-28,107.98042512941656,101.87778804592486,114.03243183527694
2024-01-29,108.47296046036611,102.5112023041426,114.6408822037355
2024-01-30,107.72726052402327,101.62006213729339,114.11567150907042
2024-01-31,108.89017658229108,103.11323544613862,115.17788649264406
2024-02-01,108.64061808961607,102.11004138526108,114.97478684425516
2024-02-02,110.08999574381954,103.6449344929181,116.17394936491047
2024-02-03,109.71604851173107,103.96957321143861,115.96089425712545
2024-02-04,110.3894745163602,104.50031272060637,116.90642435084067
2024-02-05,110.90076133459631,104.88473412281634,116.60240537705823
2024-02-06,110.16663527165747,103.83372321504805,116.22380795898607
2024-02-07,111.33470685058022,105.13964920158197,117.67188461090977
2024-02-08,111.08473395761143,105.22308002504462,117.31769315668684
2024-02-09,112.52981963223966,106.73737470420622,119.52152405935135
2024-02-10,112.1477863233508,106.06434423003994,118.76635688434028
2024-02-11,112.81016789077111,106.8131751809099,118.68180165810257
2024-02-12,113.30819676758504,107.41682373034638,119.5723024958251
2024-02-13,112.5592171443272,106.20339489473133,118.73410329094743
2024-02-14,113.71130068829042,107.8776869277567,119.6165750297797
2024-02-15,113.44448725566376,107.12658356270593,119.35429219393001
2024-02-16,114.87196834147153,108.78437717363664,121.14654332200848
2024-02-17,114.47145556098454,108.34699896560238,120.8808468181454
2024-02-18,115.11417561667649,108.78169143903098,121.45552578998529
2024-02-19,115.59086903923605,109.46500814285068,121.28484652277685
2024-02-20,114.81822314068567,108.48117864262295,120.83000350992633
2024-02-21,115.94351498856518,109.72355254243098,122.00489703429062
2024-02-22,115.64588589724652,109.45640006878072,121.61558664567484
2024-02-23,117.03756399412319,111.2071218295601,122.95972945649596
2024-02-24,116.59527578095728,110.75303556536014,122.54455725502744
2024-02-25,117.18928662944968,110.86570831129816,123.33257918140438
2024-02-26,117.60944573447716,111.48613529745869,123.92989500474268
2024-02-27,116.77166510756872,110.49291337876517,122.7512605100651
2024-02-28,117.8226052040893,111.7742997345513,124.28411845303226
2024-02-29,117.44098869676765,111.51399578753492,123.94637545247886
2024-03-01,118.73885671372663,112.24646259338559,124.68164685506153
2024-03-02,118.19300733654207,112.37235251509944,124.78760463000856
2024-03-03,118.6740552216305,112.58760471090345,125.10568494037267
2024-03-04,118.97248719392097,112.24413594486057,124.90962009284526
2024-03-05,118.0051420424501,111.66382508837945,124.36477896948291
2024-03-06,118.91988842318666,112.6986003192158,125.65463738889162
2024-03-07,118.39692082954072,112.42366010834411,124.63948692143828
2024-03-08,119.54998907320936,113.27676018112396,126.20703181924311
2024-03-09,118.85780153981028,112.50019623673955,124.63385204628064
2024-03-10,119.1930419868786,113.24954667573974,125.29089754682055
2024-03-11,119.3483758877779,113.51252077340452,125.5369222302337
2024-03-12,118.24287592267328,112.10484120704969,124.57627327750781
2024-03-13,119.02664206869923,112.54122140869532,125.31987160823059
2024-03-14,118.38203792619412,112.2650981464943,124.289905315034
2024-03-15,119.42486047831827,113.36322091472722,125.85068215440421
2024-03-16,118.63568532863215,112.0080139245753,124.61368089410189
2024-03-17,118.88882893515895,112.52242270503568,125.04967282194168
2024-03-18,118.97830551292597,112.6646772901307,125.58409473385653
2024-03-19,117.82420974027782,111.69509571505678,124.04138736942468
2024-03-20,118.57730206908117,112.36457522082527,125.2111217162622
2024-03-21,117.92021943093619,111.60974407469519,124.1651357152578
2024-03-22,118.96862935483927,112.71632806109433,125.146900842465
2024-03-23,118.2025701766668,112.1995822300216,124.64770254494479
2024-03-24,118.49541911035243,111.96320491543013,124.87317174635886
2024-03-25,118.6398658194064,112.4034374945488,124.55289667133427
